text,manually_annotated,weighted_by_logisticRegression,weighted_by_none,weighted_by_f1,weighted_by_auc,weighted_by_recall,weighted_by_precision,weighted_by_accuracy,weighted_by_loss
: بابارفيل ذكي جميل ... عالم الاطفال عالم جميل ذكريات_الطفولة,positive,positive,positive,positive,positive,positive,positive,positive,positive
: لي سولني علاش تبدلتي معايا ولا علاش درتي هادي و لا هاديك نجاوبو نيشان صافي مابقا عندنا وقت نضيعوه و لا خاطر نديرو الخاطر و نب…,negative,negative,negative,negative,negative,negative,negative,negative,negative
الإسم : الحاجة مولات القفة المهنة : كتصدر بنادم,negative,positive,positive,positive,positive,positive,positive,positive,positive
: كيتسحر و ينعس و يفيق مع المغرب يفطر وتلقاه كاتب : مهلا رمضان لا ترحل.. وا نوض غير جلس مع رمضان شوي 😆,negative,negative,negative,negative,negative,negative,negative,negative,negative
+89 nouveaux cas --> total :6741 +87 cas de guérision -->total :3487 + 2 décès --> total :192 كورونا_المغرب,negative,negative,negative,positive,negative,positive,positive,negative,negative
: منصف_السلاوي راه عادي العرب يقولو عربي، و الأفارقة يقولو إفريقي، و المغاربة يقولو مغربي، و سواسة يقولو سوسي، و ولاد حومتو…,positive,negative,negative,negative,negative,negative,negative,negative,negative
: إذا كنت تنوي الزواج فاعلم حفظك الله. أن: الزواج مثل فيروس كوفيد أول 15 يوم لن تشعر بأية أعراض.لكن بعدها سوف تشعر بإخت…,negative,negative,negative,negative,negative,positive,negative,negative,negative
: دروس ما بعد كورونا: يجب على الدولة أن تعطي قيمة لأبنائها وبناتها من المثابرين والنزهاء والعمل على إرجاع من هاجر منهم إلى…,negative,negative,negative,negative,negative,negative,positive,negative,negative
و بهذا يتأكد أن الأغلبية تتناول وجبتين في اليوم 🙂,negative,negative,negative,negative,negative,negative,negative,negative,negative
: إنا لله وإنا إليه راجعون,negative,positive,positive,negative,positive,positive,positive,positive,positive
: ليس كل المثقفين يعملون فى سبيل تقدم المجتمع، بل البعض يعمل ضد المجتمع عن طريق نشر الأمور الخلافية أو تقديم التسافل على أن…,negative,negative,negative,negative,negative,negative,negative,negative,negative
بارك الله فيك 🙏,positive,positive,positive,positive,positive,positive,positive,positive,positive
": أكبر خدعة يقع فيها أغلب الرجال, حين يعجب أحدهم بوجه فتاة, فيتزوجها كلها 🤣🤣🤣 روبرت_دي_نيرو",negative,negative,negative,negative,positive,negative,negative,negative,negative
: اللهم اجعلنا في العشر_الاواخر ممن غفرت لهم ورضيت عنهم ورحمتهم من النار وتقبل منا يالله الصيام والقيام وصالح الاعمال وبلغنا…,positive,positive,positive,positive,positive,positive,positive,negative,negative
: معشر تويتر لي عندو القدرة باش يعاون الناس ما يترددش. راه و لا بد ناس ماعندهاش و ماقادراش تقولها دايرين بيكم او قراب لي…,negative,negative,negative,negative,negative,negative,negative,negative,negative
: دراري و لبنات لي تيلوحو tweet فيه laughbdarija en mention واش تي صحابلكم غاتوليو famous لا دزتو ف ig دبيالو ؟ خونا…,negative,negative,negative,negative,negative,negative,negative,negative,negative
: -سيدي لقنصو نسخن ليك السحور -اودي منين إدوز -مالك ياك لباس -اودي نفخوني شي مغاربة كَبيلة ؤأفمي ؤ ماجاب،نسيت راسي ؤجلست حتى…,negative,negative,negative,negative,positive,negative,negative,negative,negative
: شفت بنت قلت لها شحال نتي زوينة قالت لي كون كنتي زوين نتبادلو نفس الكلام قلت لها هانية اكذبي كما كذبت 🙊😁,negative,negative,negative,negative,negative,negative,negative,negative,negative
: كورونا_المغرب الحالة الوبائية بجهة البيضاء_سطات,negative,negative,negative,negative,negative,negative,negative,negative,negative
: أول مرة في حياتي كنشوف صيف وربيع وشتاء ورمضان والقراية والعطلة والنجاح والأزمة في شهر واحد 🤦🏻‍♀️,negative,positive,positive,negative,positive,positive,positive,negative,negative
is that u 🤔,positive,positive,positive,negative,positive,positive,negative,positive,positive
: حكمة_مسائية لا تكن طبسيل تنكسر من اول صدمة، كن كوكوط النار من تحتك و الغليان داخلك و انت ما على بالكش زاهي و تصفر ✌😅,negative,negative,negative,negative,negative,negative,negative,negative,negative
ما شاء الله 😍😍,positive,positive,positive,negative,positive,positive,positive,positive,positive
جدد سعيد أمزازي،التأكيد أن الدراسة الحضورية انتهت، وأنه لا يمكن لأي مكون من المنظومة أن يعود قبل شهر شتنبر المقبل، مشددا على أن هذا الأمر يعني جميع المستويات، سواء التربية الوطنية أو التعليم العالي أو التكوين المهني.,negative,negative,negative,negative,negative,negative,positive,negative,negative
قالو_ناس_زمان يا حافر حفرة الغدر حفرها على قد راسك إدور الزمان و طيح فيها على راسك,negative,negative,negative,negative,negative,negative,negative,negative,negative
قالو_ناس_زمان بنادم لي بعزو كلام الناس مايهزو,negative,negative,negative,negative,negative,negative,negative,negative,negative
قالو_ناس_زمان بنادم هو لي يبقا فصباغتو ماشي إتلون وقتما بغا حاجتو,negative,negative,negative,negative,positive,negative,negative,negative,negative
قالو_ناس_زمان لي دار تيقتو فالله عمرو يخيب و اللي دارها فبنادم راسو إشيب,negative,negative,negative,negative,negative,negative,negative,negative,negative
قالو_ناس_زمان مول القلب الصافي ديما زهرو حافي,negative,negative,negative,negative,positive,negative,negative,positive,negative
: واحد المشهد فمنتهى السريالية غا دابا عند مول الحانوت كانتقضى شي لعيبات، جا واحد خونا بغا كمامة و مول الحانوت قتارح عليه…,negative,negative,negative,negative,negative,negative,negative,negative,negative
: عزيز كرماط، الناشط الجمعوي والفاعل السياسي، يتقدم بشكاية للهاكا ضد سلسلة سوحليفة. ما رأيكم؟,negative,negative,negative,negative,negative,negative,negative,negative,negative
: دخلنا عليك بالله أسي أمزازي واش كاتسنى تلميذ ديال سانكيام يكمل الدروس عن بُعد ملي قلتي ليه غادي يتحسبو غير الامتحانات لي تدار…,negative,negative,negative,negative,negative,negative,negative,negative,negative
كورنيش أكادير يتحول إلى صحراء بسبب تحول الكثبان الرملية إلى واجهة المقاهي و المحلات المتواجدة على طول الواجهة البحرية 😢😢,negative,negative,negative,negative,positive,negative,negative,negative,negative
